Concepticon_Gloss.xo,Concepticon_Gloss.yo,xo_source_score,xo_source_odds,labels
BIG,COARSE,13000165.9999999,8.443428418508367,1.0
MOUTH,PRAWNS,12891378.000000041,8.43761877955636,1.0
GRAIN,BERRY,8766201.888888977,8.42413340007514,1.0
EXPENSIVE,BLAME (SOMEBODY),5390425.857142877,8.42150926273272,1.0
FLAT,CAN,6697521.0,8.420336808547734,1.0
EARTH (SOIL),EARTH (WET SUBSTANCE),22922543.45454547,8.406909221410018,1.0
YEAR,FARM,8676445.555555485,8.395813708582603,1.0
FOG,STEAM,8646526.777777743,8.388639056407136,1.0
BLESS,MARRIAGE,2503620.0,8.373871161950632,1.0
MOON,WHISTLE,12374635.0,8.370860293312667,1.0
MOON,MONDAY,12374635.0,8.370860293312667,1.0
BELIEVE,HOPE (SOMETHING),5239644.714285732,8.322982737865772,1.0
WEIGH,FAT (OF MEAT AND FOOD),6464274.0,8.321972293516621,1.0
WANT,DELIGHT,11885089.000000093,8.312035643223096,1.0
TRUE,CORRECT (SOMETHING OR SOMEBODY),6430953.0,8.30751539570195,1.0
SISTER,CROSS-COUSIN,11803498.000000054,8.3018330651067,1.0
RIDGEPOLE,SQUARE,4352766.666666637,8.286774971443048,1.0
FENCE,RATTLE,4352766.666666637,8.286774971443045,1.0
FLESH,WILD ANIMAL,11640315.999999912,8.284562916355718,1.0
FOREST,SAVANNA,6330990.0,8.263513149240323,1.0
SMALL,A LITTLE,11449936.999999946,8.256217506705381,1.0
PASTURE,WILLOW,4938082.4285713835,8.246754591454085,1.0
BELLY,G-STRING,8078070.0,8.236626309170365,1.0
RED,BROWN,7958394.888888861,8.212328943880166,1.0
FLOWER,SMALLPOX,4178656.0,8.202000318062371,1.0
WINTER,RAINY SEASON,3618510.0,8.20087348470007,1.0
BRACELET,FLAG,3197050.0,8.193012428992487,1.0
HAIR (HEAD),PLAIT,10987588.00000005,8.192889462297668,1.0
CHICKEN,CLIFF,7838719.7777777435,8.179278345426688,1.0
OPEN,MOVE AWAY,6097743.0,8.157005796383837,1.0
SING,MUSIC,7719044.666666643,8.145456195468492,1.0
GRASSHOPPER,RICE EAR BUG,2699338.666666685,8.145455130681142,1.0
BOW,SAGO,6064422.0,8.14133404411266,1.0
TASTE (SOMETHING),MOVE AWAY,6031101.0,8.125544322671034,1.0
RUB,DIFFERENT,10470845.0,8.116662985647212,1.0
RUB,BARN OR SHED,10470845.0,8.116662985647212,1.0
LIFE,WEALTH,4938082.428571383,8.115017273606238,1.0
BOOK,POSTCARD,5997780.0,8.109635295006274,1.0
PATH,GARLIC,10389254.000000093,8.104057415383636,1.0
ROAD,GARLIC,10389254.000000093,8.104057415383634,1.0
LIVER,TAMARIND,5931138.0,8.093605603784207,1.0
LIVER,DOVE,5964459.0,8.093605603784145,1.0
THORN,GRUEL,3133109.0,8.080587351138893,1.0
WATER,FRONT (PART),15731157.272727259,8.0666803940451,1.0
ROUGH,WRINKLED,3566817.0000000247,8.06126750246926,1.0
SOME,FEW PIECES,4787301.285714259,8.06060423907444,1.0
CEASE,ANCHOR,10035693.000000047,8.051964387653088,1.0
TIE,BUNDLE,10008495.999999912,8.047498362732965,1.0
FAT (ORGANIC SUBSTANCE),PETROLEUM,9981299.000000086,8.043012519304712,1.0
WEAVE,LOOM,15281695.636363678,8.03958617716795,1.0
ISLAND,EARTHQUAKE,4091600.666666678,8.026821022436193,1.0
MORNING,FORENOON,5697891.0,8.011598218477038,1.0
PULL,SMOKE (EMIT SMOKE),14757323.727272738,7.99838019545537,1.0
REMEMBER,AWAKE,4004545.33333332,7.981807592749432,1.0
TOOTH,PRAWNS,9600540.999999922,7.978053524102357,1.0
DRUM,GONG,2941286.0,7.966517337204704,1.0
STONE,GAME,9546146.99999994,7.9635881075940045,1.0
STONE,RAPIDS,9546146.99999994,7.9635881075940045,1.0
GOD,LORD,5697891.0,7.960854298642506,1.0
GOD,PRIEST,5697891.0,7.960854298642506,1.0
SMOKE (EXHAUST),STEAM,6971075.2222222565,7.9443527273334515,1.0
BLOW (OF WIND),WHISTLE,9301374.000000067,7.929044439199875,1.0
PURSUE,STINGRAY,4674215.428571381,7.920030580229816,1.0
SHINE,TWINKLE,4448043.714285743,7.891107537079225,1.0
CORRECT (RIGHT),SHY,13358998.636363674,7.885200342790873,1.0
NEEDLE (FOR SEWING),INJECTION,4410348.428571379,7.8619059757733005,1.0
URINE,LIGHT (IN TASTE),3005227.0,7.850766019563092,1.0
HUNT,MOVE AWAY,5464644.0,7.837690816681957,1.0
SHARP,DELIGHT,8703040.0,7.801491626151989,1.0
NEAR,PAIR (CLASSIFIER),6612049.888888859,7.801355906013643,1.0
HIP,BILE,5398002.0,7.8012174403737005,1.0
SOUR,TAMARIND,5364681.0,7.8012174403736,1.0
SWEET,CANDY,5331360.0,7.764147831639192,1.0
SEED,SHY,11910733.363636324,7.746740742794191,1.0
OFTEN,SOMETIMES,3699851.6666666786,7.70084245812753,1.0
WOOD,CARPENTER,18768838.666666567,7.688282800298484,1.0
CLOTH,RICE HUSK,6342780.888888859,7.67950197447548,1.0
LOCUST,CRICKET,2253258.0,7.675159582802526,1.0
WANT,DESIRE,10812049.363636326,7.631440440154521,1.0
VEGETABLES,CABBAGE,4184176.714285703,7.617764726665907,1.0
BRING,FETCH,6163268.222222252,7.609135785744497,1.0
FAULT,SIN,5923918.0,7.572848204759047,1.0
PIG,PIGLET,7642357.000000049,7.572046145980569,1.0
IMMEDIATELY,TOGETHER,4931508.0,7.569322799666891,1.0
GOURD,BALD,4998150.0,7.569322799666784,1.0
PAIN,ACHE,7506372.000000049,7.537429559754876,1.0
GRIND,BUDDHA,7560765.999999982,7.5374295597547185,1.0
STEAL,JACKFRUIT,7451977.999999952,7.530390755191107,1.0
WORM,FIREFLY,4184176.7142857024,7.521091667289571,1.0
GIVE,ELEPHANT,15394146.0,7.519677724921319,1.0
GIVE,MARRY (AS WOMAN),15324803.0,7.5196777249213005,1.0
FEW,A LITTLE,7397584.000000017,7.509037538949544,1.0
OLDER SIBLING,RACK (FOR STORING FOOD),4864866.0,7.507595865139244,1.0
YELLOW,TURMERIC,5893999.222222252,7.497946023580782,1.0
YELLOW,BROWN,5834161.666666628,7.497946023580687,1.0
TELL,SERMON,7343190.0,7.494601387856692,1.0
MILK,PIGLET,7343190.0,7.487322088968866,1.0
FUR,FELT,14654487.33333329,7.474779064765647,1.0
STAND,ANCHOR,7315992.999999951,7.4726393036893715,1.0
WEIGH,SCALES (MEASURE INSTRUMENT),5714486.555555508,7.472261928589891,1.0
SNAIL,OYSTERS,3153272.999999976,7.465287910402335,1.0
SON-IN-LAW (OF WOMAN),SIBLING-IN-LAW,9713365.363636335,7.46349091938786,1.0
IMITATE,BETEL PEPPER VINE,5684567.777777753,7.459281144307462,1.0
AXE,PLAIT,7261599.000000017,7.45778856751437,1.0
AXE,TWINS,7261599.000000017,7.45778856751437,1.0
SON-IN-LAW (OF MAN),SIBLING-IN-LAW,9663425.181818085,7.455889912172893,1.0
BOUNDARY,TATTOO,3569268.6666666786,7.4514373252450135,1.0
KETTLE,BUCKET,3569268.666666679,7.4514373252450135,1.0
HARVEST,BOOTY,3569268.6666666786,7.4514373252450135,1.0
DAUGHTER-IN-LAW (OF MAN),SIBLING-IN-LAW,9613485.0,7.448223757050987,1.0
HEAD,BUFFALO,9613485.0,7.448223757050982,1.0
CHICKEN,PROSTITUTE,7180007.999999952,7.435191197074754,1.0
TWIST,OVERCOME,4731582.0,7.422763037868492,1.0
DRINK,SMOKE (EMIT SMOKE),9363784.090909056,7.41289695471485,1.0
CHIEFTAIN,GOVERNMENT,7044022.9999999525,7.404445923345835,1.0
PULL,STUTTER,13660571.0,7.403946851358018,1.0
INSECT,LARVA,3920309.7142857015,7.387511754666358,1.0
COCONUT,COCONUT TREE,3049887.0000000237,7.386250773970498,1.0
WORLD,EARTH (WET SUBSTANCE),9213963.545454672,7.38444511490225,1.0
PAPER,POSTCARD,4698261.0,7.37921898965695,1.0
BELIEVE,RELIGION,4664940.0,7.357156274406965,1.0
PUMPKIN,BALD,4664940.0,7.357156274406965,1.0
DAUGHTER-IN-LAW (OF WOMAN),SIBLING-IN-LAW,9014202.818181902,7.355095522919981,1.0
GIVE BACK,SOMEONE,3482213.333333322,7.347485911092484,1.0
THREE,OTTER,3958005.0,7.318620299438092,1.0
SINK (DESCEND),DROWN,4465014.0,7.312436408131864,1.0
STONE,PANDANUS,8564741.181818152,7.3115240287229515,1.0
OUTSIDE,COURTYARD,2894807.9999999767,7.306136047004605,1.0
THAT,BUFFALO,8689591.636363687,7.293527582034654,1.0
FATHER-IN-LAW (OF MAN),SIBLING-IN-LAW,8664621.545454666,7.288975995530639,1.0
BOOK,NEWSPAPER,5415298.777777748,7.281605481531541,1.0
HONEY,CANDY,4498335.0,7.2669060041269535,1.0
HILL,ANTHILL,6581674.00000002,7.2653533326892,1.0
CARRY,CARRY (WITH POLE ON SHOULDER),19669742.230769094,7.249081216877713,1.0
CATTLE,BUFFALO,8340010.363636368,7.227812578057708,1.0
SKIN,LEATHER OR HIDE,18894155.461538635,7.2225583086929515,1.0
SKIN,DANDRUFF,18958787.692307513,7.222558308692783,1.0
DIE,BEWITCH,11441595.0,7.209548676426988,1.0
SONG,BEG,3351630.3333333205,7.186795979188849,1.0
SHARPEN (SOMETHING),SENTENCE (CLASSIFIER),6336900.999999979,7.176536470091556,1.0
SHARP,SMART,7990429.090909045,7.162700118819191,1.0
IRON,GELD,6282507.0000000475,7.158093576762343,1.0
GOD,FETCH,5146029.777777748,7.148015686274499,1.0
HAPPY,MERRY,2791422.000000022,7.14258445193883,1.0
SOUL,ELF OR FAIRY,7890548.727272661,7.141811252632618,1.0
INTENTION,LONGING (WISH),3769528.5714285653,7.139899199204708,1.0
SEND,BECOME EXTINGUISHED,6173719.000000026,7.120493162410646,1.0
HARE,LEPORID (RABBIT OR HARE),2493699.0,7.118772819791093,1.0
TEA,SILKWORM,2621581.0,7.118772819791026,1.0
REMAIN,REMAINS,5983340.0,7.110940801987977,1.0
UNDERSTAND,BEAR FRUIT,7665817.909090952,7.08770813853786,1.0
GO DOWN (DESCEND),HIT (A TARGET),4265088.0,7.076221709296433,1.0
OIL (ORGANIC SUBSTANCE),PETROLEUM,5847355.0,7.052301204052984,1.0
CLOUD,STORM CLOUDS,9777363.0,7.0319840152704645,1.0
FROST,MOON OR MONTH,3543356.857142865,7.0279708780475465,1.0
SOUR,CITRUS FRUIT,4787004.444444486,7.0046784608704575,1.0
PRESS,RAPE,7191386.181818166,6.989051692733534,1.0
GROUND,EARTH (WET SUBSTANCE),7116475.909090956,6.982966575991296,1.0
ANIMAL,WILD ANIMAL,5765764.000000029,6.980880594492143,1.0
BLUNT,DULL,3003409.0,6.963151098117678,1.0
WATER,WATERY,13615856.615384579,6.959893880879457,1.0
MASTER,DEXTEROUS,6941685.272727335,6.958294216798599,1.0
PADDLE,OAR OR PADDLE,7016595.545454542,6.958294216798558,1.0
LETTER,POSTCARD,4031841.0,6.949584385812719,1.0
LETTER,CHARACTER,4031841.0,6.949584385812719,1.0
NEEDLE (FOR SEWING),NEEDLE TREE,3898557.0,6.949584385812609,1.0
HUNDRED,TEN THOUSAND,3505661.5714285634,6.91230522484118,1.0
NAME,SURNAME,6766894.636363628,6.907298678027904,1.0
COTTON,ACHIOTE,2739729.0000000135,6.888600014109902,1.0
LEATHER,LEATHER OR HIDE,12538652.769230697,6.888022035925406,1.0
NEW,SILK,6791864.727272666,6.874254999712968,1.0
HIGH,CAKE,8552303.333333313,6.8730186793963925,1.0
DONKEY,COCKROACH,2493699.0,6.859488484967917,1.0
CEASE,STUTTER,8598532.0,6.843247006814845,1.0
FAT (ORGANIC SUBSTANCE),ORGANIC FAT OR OIL,8367388.666666641,6.835638944566695,1.0
BUTTER,MAY (MONTH),3931878.0,6.816699301516751,1.0
OLD,FORMER,11547625.230769318,6.81274783282772,1.0
HAND,TAX,11633801.53846147,6.812747832827679,1.0
WHAT,PARROT,8274931.333333358,6.804519259933242,1.0
ONE TIME,WHILE,2739729.000000014,6.801531538643828,1.0
GHOST,ELF OR FAIRY,6442283.454545451,6.783802313898673,1.0
SKIN,SKIN (ANIMAL),17612780.57142845,6.77133975309757,1.0
CHEST,ANVIL,5249020.999999974,6.768808557214346,1.0
BEFORE,FRONT (PART),6217552.6363636255,6.761939612945962,1.0
SUMMER,DRY SEASON,3798594.0,6.733774095285362,1.0
SAY,SNORE,16703864.142857196,6.72920519098281,1.0
HELP,HELP (ASSISTANCE),2301876.0,6.7267764672877535,1.0
INCREASE,ADD,2429758.0,6.726776467287722,1.0
LUNG,DOVE,3798594.0,6.705575886767956,1.0
TRAP (CATCH),RAPE,6167612.454545456,6.693956999636879,1.0
HILL,HEAP,6042762.0,6.670461198070206,1.0
OPEN,OPEN (EYES),5031445.0,6.657846002348375,1.0
GO,SPROUT (SHOOT),15027418.28571426,6.65465897918859,1.0
SIDE,SILK,6042762.0,6.654555374248933,1.0
COPPER,WIRE,3532026.0,6.648319297677623,1.0
TAKE,MARRY (AS MAN),14583059.142857207,6.633118141042227,1.0
SMOKE (EXHAUST),SMOKE (EMIT SMOKE),5917911.545454544,6.630324650585744,1.0
PAPER,NEWSPAPER,4248466.444444454,6.625767927886507,1.0
CRY,HICCOUGH,4248466.444444454,6.625767927886506,1.0
HEADBAND OR HEADDRESS,RIBBON,2636342.9999999767,6.623627899030395,1.0
AND,STILL (CONTINUING),7396586.666666644,6.620753909221588,1.0
OAR,OAR OR PADDLE,5843001.272727339,6.6139173957731305,1.0
BIRD,PARROT,7327243.666666645,6.606142558217991,1.0
BIRD,SPARROW,7188557.666666643,6.6061425582179325,1.0
PUMPKIN,GOURD OR MELON,4158710.111111129,6.605957913939244,1.0
CORNER,SQUARE,2916353.666666684,6.6058565774482645,1.0
LEOPARD,PLANE (TOOL),2237935.0,6.591952753354247,1.0
BREAK (DESTROY OR GET DESTROYED),CHOPSTICKS,9414761.615384536,6.578993329805529,1.0
OF THIS KIND (SUCH),OF THAT KIND (SUCH),1877715.0,6.577511165601191,1.0
BULL,PIGLET,4786672.00000004,6.552755874079963,1.0
KING,GOVERNMENT,4786672.00000004,6.539162592596839,1.0
VAGINA,CLITORIS,2024504.0,6.535211631330217,1.0
BARK,DANDRUFF,9026968.23076932,6.534429277421415,1.0
BARK,LEATHER OR HIDE,9070056.384615472,6.534429277421394,1.0
BEAUTIFUL,ELF OR FAIRY,5668210.63636363,6.528692071728701,1.0
NOT,BEAR FRUIT,5643240.545454544,6.5198648588189565,1.0
BEHIND,TURBID,5618270.454545456,6.510980081947833,1.0
TARO,RAVINE,3091013.4285714366,6.497216190262216,1.0
FOG,STORM CLOUDS,6749385.333333361,6.480806161367646,1.0
PESTLE,TATTOO,2829298.333333315,6.4804773654916845,1.0
POINTED,SMART,5493420.0,6.474853924458343,1.0
ALL,TOGETHER,3532026.0,6.469343377470635,1.0
ALL,ALREADY,3498705.0,6.469343377470605,1.0
HARVEST,HARVEST OR HARVEST SEASON,2940232.2857143055,6.453000596338113,1.0
OLD (AGED),FORMER,8423734.076923119,6.442723042423534,1.0
CUT,INJURE,18651033.333333444,6.4419797441940885,1.0
CUT,WATER LEECH,18632001.66666688,6.441979744194085,1.0
DEER,ELK,3432063.0,6.438413300049381,1.0
WIFE,SISTER-IN-LAW (OLDER BROTHER'S WIFE),11553337.714285746,6.437349709415642,1.0
HEAD,"LID (COVER, CAP)",8316013.692307716,6.426292405038018,1.0
STAR,FIREFLY,3053318.14285713,6.408257660557651,1.0
STEAL,ROB (VERB),6402670.333333363,6.39996918945976,1.0
GARDEN,FIELD (UPLAND),3859522.3333333214,6.397707894069148,1.0
LANGUAGE,NETTLE,11007987.857142786,6.392370437940465,1.0
CORRECT (RIGHT),RIGHT HAND,10846402.714285757,6.378286869708471,1.0
SEE,SNORE,10846402.714285757,6.37650069002434,1.0
BITE,ANGRY,8014396.615384652,6.374817949224497,1.0
LOOK,AMBUSH,10765610.142857231,6.3692975700432255,1.0
TEACH,COAL,7863588.076923115,6.349608139418096,1.0
RED,RULER,6240870.0,6.344594356819634,1.0
BAD,ANGRY,7734323.615384654,6.331109688587721,1.0
FEATHER,SNORE,10341449.142857237,6.329880679284699,1.0
FAULT,CRIME,5043958.363636368,6.320268478815676,1.0
STONE,WE TWO,7626603.230769265,6.308348522767459,1.0
BRAID,PLAIT,4297125.999999975,6.306435275021637,1.0
RAW,RAMIE,6032841.0,6.306071301469825,1.0
RAW,REASON,6102184.0,6.306071301469816,1.0
PILE UP,FIX,5068928.454545463,6.299723567812547,1.0
CHIEFTAIN,PRESIDENT,6009726.666666631,6.292930515161746,1.0
CUT DOWN,HAMMER,9897090.0,6.285464477906266,1.0
HAIR (BODY),SNORE,9816297.42857149,6.277016978565704,1.0
EXTINGUISH,BECOME EXTINGUISHED,4188337.9999999916,6.275168817584663,1.0
SEED,STONE (OF FRUIT),9715306.714285752,6.266287806875471,1.0
SEED,RIGHT HAND,9674910.42857149,6.266287806875466,1.0
MOUTH,RIGHT HAND,9674910.42857149,6.266287806875464,1.0
BEFORE,FORWARD,5917269.333333372,6.259397563370716,1.0
HOT,ANGRY,7303442.076923117,6.248591576503846,1.0
PLANT (VEGETATION),TURBID,4944078.0,6.247075820893464,1.0
PART,REMAINS,4242732.000000009,6.243378397662118,1.0
FORK,CITRUS FRUIT,3709928.444444431,6.240000926954207,1.0
PITCHFORK,CITRUS FRUIT,3709928.444444431,6.240000926954204,1.0
CATTLE,TAX,7217265.769230731,6.236122677093022,1.0
SHIVER,STUTTER,5847926.33333337,6.231847669429812,1.0
FOLLOW,NEXT,4869167.727272664,6.214573850787748,1.0
HOOK,ANCHOR,4106747.0000000075,6.211050733138774,1.0
FOREST,LOOM,4819227.545454535,6.192511466192491,1.0
WE,AWL,9008371.714285769,6.187916812762332,1.0
ARRIVE,MARRY (AS MAN),9008371.71428577,6.1854580248011874,1.0
CARRY ON BACK,RAMIE,5686126.0,6.182012006702924,1.0
BOVINE,WATER BUFFALO,2046112.0,6.174295094631132,1.0
ENVY,JEALOUS,2046112.0,6.174295094631132,1.0
SNAKE,G-STRING,3620172.1111111282,6.169110261409844,1.0
SNAKE,FRESHWATER EEL,3530415.7777777594,6.169110261409643,1.0
DIG,STONE (OF FRUIT),8846786.571428526,6.165445094134408,1.0
AFTER,NEXT,4744317.272727334,6.158808862608614,1.0
FEAR (BE AFRAID),SHY,4694377.090909047,6.158808862608434,1.0
BLIND,BLIND PERSON,2437549.333333319,6.152071933827304,1.0
WIDE,BROAD,3970762.0000000084,6.144728258621267,1.0
TOWN,STATE (POLITICS),4052352.999999993,6.144728258621229,1.0
SMOKE (EXHAUST),STORM CLOUDS,5547440.0,6.137564121805507,1.0
ROTTEN,BEWITCH,5524325.666666632,6.129993935456434,1.0
INSIDE,THROUGH,6527855.307692283,6.090988821821869,1.0
BE HUNGRY,TEN THOUSAND,2827146.428571437,6.0794645531415235,1.0
DANCE,ANIMAL OR MEAT,3065532.0,6.075334405198042,1.0
CHILD (YOUNG HUMAN),PUPIL (STUDENT),10809986.666666545,6.058000651889881,1.0
NEPHEW,CHOPSTICKS,6377046.769230734,6.050842254041046,1.0
SMELL (STINK),COARSE,3834777.000000009,6.040856056547814,1.0
OLD (AGED),OLD (OF MAN),7917672.0,6.04022353171636,1.0
SPLIT,MUST,7897473.857142869,6.034101224112695,1.0
LAUGH,LAUGHTER,4294855.636363627,6.028596217382448,1.0
THUNDER,DRAGON,3350903.111111128,6.0209067803558165,1.0
EVIL,SIN,3440659.44444443,6.020906780355793,1.0
BITTER,ELEPHANT,5200725.0,6.018810871912937,1.0
OLD,OLD PERSON,10334195.000000091,6.018264152201908,1.0
BASKET,OWL,2524604.6666666805,6.014354654643916,1.0
GRANDSON,CARRY (WITH POLE ON SHOULDER),6226238.230769269,6.0142848381117044,1.0
YOUNGER BROTHER,CARRY (WITH POLE ON SHOULDER),6226238.230769269,6.0142848381117044,1.0
CORRECT (RIGHT),INNOCENT,10162909.999999953,6.009930242954889,1.0
LOOK,GRAZE,10143878.33333325,6.001460090228202,1.0
OIL (ORGANIC SUBSTANCE),ORGANIC FAT OR OIL,5131382.0,5.993647858129465,1.0
FIRE,HELL,9610991.666666718,5.962485012903222,1.0
BROKEN,WRINKLED,2222799.0000000107,5.958411699714139,1.0
WALK,SAME,13958525.0,5.958201129271621,1.0
COW,BUFFALO,4294855.636363627,5.952830413084791,1.0
IN FRONT OF,FORWARD,4900238.66666664,5.950582476335889,1.0
FEW,CHOPSTICKS,5967709.307692282,5.9482767348384575,1.0
SELL,MARRY (AS WOMAN),4992696.0,5.941795217998634,1.0
CLOTH,FELT,4969581.666666637,5.932948524516969,1.0
BROTHER,OLD PERSON,9439706.666666647,5.932261963688623,1.0
MILK,LION,5903077.07692312,5.931074862396549,1.0
DIFFICULT,STEEP,4269885.545454512,5.926775587120532,1.0
JOIN,FIX,4269885.545454511,5.926775587120531,1.0
TOOTH,SPROUT (SHOOT),7210737.0,5.924986755956696,1.0
TOOTH,FRONT TOOTH (INCISOR),6988557.428571395,5.924986755956642,1.0
THING,WARE,4900238.66666664,5.924041790834776,1.0
STONE,FREEZE,7150142.571428604,5.914243859713512,1.0
LISTEN,WATERY,5773812.615384658,5.895780578171666,1.0
WORSHIP,RELIGION,2898927.0,5.8950959515542225,1.0
BOY,PUPIL (STUDENT),9021009.99999996,5.88784288882128,1.0
AUNT,OLD PERSON,8944883.333333272,5.879383300987307,1.0
BORROW,RAMIE,4830895.666666644,5.878585757635041,1.0
RICH,WEALTH,2638670.0,5.878393239410689,1.0
THREAD,SILK,4145035.0909090815,5.873408727526104,1.0
CLAW,TONGS,8887788.33333345,5.8729570726399265,1.0
GOOD,MANGO,8811661.666666554,5.8642778397845765,1.0
REFUSE,BEWITCH,4784667.0,5.859960938086452,1.0
PROMISE,COMMEND,2932248.0,5.85779582456126,1.0
BLAME,CRIME,4120065.0,5.846076308865743,1.0
COLD (OF WEATHER),SCALES (MEASURE INSTRUMENT),3201309.2222222425,5.836276883650141,1.0
SEVEN,TURMERIC,3081634.1111111264,5.836276883650107,1.0
FIGHT,ROB (VERB),4715324.0,5.831533052258904,1.0
FAT (OBESE),FAT (OILY),5407563.307692282,5.827807297375207,1.0
SOME,A LITTLE,3535610.0,5.8156941733173735,1.0
SEVENTEEN,TWELVE,1627353.0,5.810460130037526,1.0
THROUGH,BECAUSE OF,1627353.0,5.810460130037526,1.0
ALL,FRESHWATER EEL,3201309.2222222425,5.80879466038477,1.0
MIND,REASON,4622866.666666641,5.792683945569229,1.0
BUY,MUST,6524000.142857128,5.789668505952178,1.0
WEIGH,ELEPHANT,4576638.0,5.772841198736703,1.0
CLIMB,CREEP,6281622.428571389,5.755360385601373,1.0
CROCODILE,CAIMAN,1854289.0,5.735700874449796,1.0
ARM,SPLEEN,10194226.0,5.727290323472536,1.0
POISON,THOUSAND,2350494.0,5.727173846302332,1.0
TREE,BEECH,14732064.529411724,5.721491709087346,1.0
TREE,HANDLE,14732064.529411722,5.721491709087345,1.0
TREE,BANYAN,14732064.529411722,5.721491709087345,1.0
GUILTY,DEFENDANT,2450193.5714285634,5.720721328377282,1.0
FEAR (BE AFRAID),BEWITCH,4414837.666666639,5.7010910174456,1.0
WOOD,WEAR (ON HEAD),13910764.76470589,5.691260162234632,1.0
COOKED,TURBID,3845394.0,5.687456400465184,1.0
DONATE,MARRY (AS WOMAN),4368609.0,5.679906851042703,1.0
HEAD,OLD PERSON,7365254.999999982,5.67687608022825,1.0
STAR,CHARACTER,2765643.0,5.664622232231044,1.0
LEAD (GUIDE),LEAD (CHEMICAL ELEMENT),5019769.923076875,5.66290197627118,1.0
WALK,WALK (TAKE A WALK),13089465.0,5.6602784242281,1.0
RIDE,BEAR FRUIT,3770483.727272729,5.657012086444463,1.0
YOUNGER SIBLING,DIFFERENT,3372427.99999999,5.651061482134322,1.0
TRAP (PITFALL),DELIGHT,3372427.9999999893,5.6510614821343195,1.0
BECOME,BEAR FRUIT,3770483.727272729,5.641593676855305,1.0
GO,WALK (TAKE A WALK),12798588.0,5.637347754838093,1.0
BITE,LADLE (WATER),7079779.99999998,5.631404432109497,1.0
TAKE,HANDLE,12439269.352941182,5.619099908338207,1.0
FRAGRANT,BOX,2450193.5714285634,5.612141990699511,1.0
DAY (24 HOURS),BUD,4825873.230769267,5.594342840268336,1.0
BIG,GROW UP,8519203.0,5.591594265755627,1.0
POOR,ORPHAN,2599038.0,5.584088395321025,1.0
LAKE,STONE (OF FRUIT),5615083.714285734,5.581982640850739,1.0
LAKE,POND,5554489.285714269,5.581982640850648,1.0
STONE,GRAZE,6775273.333333367,5.572686485066852,1.0
NO,NOTHING,6775273.333333365,5.572686485066851,1.0
CANOE,MANGO,6718178.333333328,5.565860006409365,1.0
BLACK,CIVET,6718178.333333327,5.565860006409365,1.0
CANOE,WATER LEECH,6642051.666666633,5.565860006409334,1.0
SAND,SAND HILL,3420902.4545454783,5.5624701495218325,1.0
THOU,PIRANHA,8357104.0,5.562052693455808,1.0
MILK,CHEESE,5554489.285714266,5.56053980845072,1.0
SKY,BROOD (VERB),8447159.0,5.560025510290567,1.0
KING,PRESIDENT,4091237.0,5.557538842010033,1.0
SLEEP,TWIST (TOGETHER),8411137.0,5.555948772670106,1.0
RIPE,FORMER,4718152.8461538255,5.554469190647137,1.0
AXE,HAMMER,5453498.571428611,5.538606422951802,1.0
POST,PEG,4068122.666666679,5.534163342112252,1.0
BODY,WHOLE,5433300.428571388,5.533044449291503,1.0
WATER,SORE,10848001.058823567,5.5275819226650125,1.0
RIVER,WATERFALL,8104950.0,5.524390090182139,1.0
STRAIGHT,INNOCENT,6489798.333333365,5.5235348378763325,1.0
TONGUE,NETTLE,5332309.714285736,5.516165455809844,1.0
WEAVE,BALE-BALE (RAISED PLATFORM IN HOUSE),10608455.294117536,5.509015982761085,1.0
CARRY ON SHOULDER,CARRY (WITH POLE ON SHOULDER),4502712.076923129,5.49634956107544,1.0
BOIL (OF LIQUID),MARRY (AS MAN),5271715.285714258,5.49319908110622,1.0
SHOE,STOCKING,2722608.7777777533,5.486302067630139,1.0
STRIKE OR BEAT,HAMMER,5231319.0,5.481513065734018,1.0
HAVE,DROP (CLASSIFIER),6242386.666666692,5.474863963042124,1.0
IN,THROUGH,4481168.0,5.46186850365694,1.0
IN,CHOPSTICKS,4481168.0,5.46186850365694,1.0
THROAT,TUBE,3929436.666666678,5.461798991808459,1.0
SHARP,DROP (CLASSIFIER),6185291.666666633,5.459256099265168,1.0
DEMON,ELF OR FAIRY,3445872.545454522,5.4456740059081445,1.0
DRUM,SLING,2176383.3333333186,5.423185610923589,1.0
PARROT,PARAKEET,1502172.0,5.415730499113105,1.0
SAD,WORRY,1502172.0,5.415730499113105,1.0
TURN (SOMETHING),TRANSLATE,4114918.692307672,5.408310815531125,1.0
WRITE,BUDDHA,2991670.0,5.4027130059689625,1.0
SEE,COST,9222511.941176422,5.401712087884509,1.0
SEE,STRAW SANDAL,9222511.941176422,5.401712087884509,1.0
POUR,FOLK SONG,7132356.0,5.388874181314593,1.0
LIGHT (RADIATION),HELL,5823689.999999954,5.385004051762448,1.0
WHEEL,WHISTLE,3046063.9999999767,5.378744314119168,1.0
RUB,TWIST (TOGETHER),7042301.0,5.375196419991008,1.0
MIRROR,HIT (A TARGET),2532396.0,5.3739833652051345,1.0
MIRROR,CORRECT (SOMETHING OR SOMEBODY),2532396.0,5.3739833652051345,1.0
HEAD,BOSS,6898213.0,5.372425698274384,1.0
SEA,MANGO,5766595.000000027,5.367550044574127,1.0
